"Event","Media ID","Name","Business Name","Return Type","Total Amount"
"2004 Federal Election","5245","4LRE","Radio Outback Pty LTd","Broadcaster","462"
"2004 Federal Election","1405","4MBS Classic FM","Music Broadcasting Society of Queensland Ltd","Broadcaster","0"
"2004 Federal Election","5342","4MIG","Mt Isa Christian Broadcasters","Broadcaster","0"
"2004 Federal Election","5101","4MK FM","Barrier Reef Broadcasting Pty Ltd","Broadcaster","816"
"2004 Federal Election","4388","4MMM","Triple M Brisbane","Broadcaster","42984"
"2004 Federal Election","5042","4NNN (96.1 FM The Heat)","Noosa FM Pty Ltd","Broadcaster","6938"
"2004 Federal Election","5098","4NSA","Noosa District Community FM Radion Association Inc","Broadcaster","0"
"2004 Federal Election","4152","4RED","99FM Community Radio Association Inc","Broadcaster","0"
"2004 Federal Election","4839","4RGL","Gladstone & District Christian Broadcasting Assn Inc","Broadcaster","440"
"2004 Federal Election","5167","4RIM","Scenic Rim Broadcasting Association Inc","Broadcaster","0"
"2004 Federal Election","4517","4RO","Rockhampton Broadcasting Company","Broadcaster","12133"
"2004 Federal Election","5343","4RR FM","Bidjara Media and Broadcasting Company","Broadcaster","0"
"2004 Federal Election","4540","4SB (10-71AM)","Forsby Pty Ltd","Broadcaster","7034"
"2004 Federal Election","5239","4SDA","SDA Radio Association Inc","Broadcaster","1850"
"2004 Federal Election","5165","4TCB","Townsville Christian Braodcasters Association","Broadcaster","0"
"2004 Federal Election","4856","4TCR","Toowoomba Christian Broadcasters Assoc Inc","Broadcaster","0"
"2004 Federal Election","5242","4TO FM 102.3","Macquarie Regional Radioworks","Broadcaster","31978"
"2004 Federal Election","4242","4TTT FM 103.9FM","Townsville Community Broadcasting Co Ltd","Broadcaster","1800"
"2004 Federal Election","4223","4WK","Amalgamated Marketing Pty Ltd","Broadcaster","4945"
"2004 Federal Election","4535","4ZKZ","Coastal Broadcasters Pty Ltd","Broadcaster","1633"
"2004 Federal Election","4294","531 3GG AM","Votraint No 691","Broadcaster","8565"
"2004 Federal Election","5082","540am 7SD","Tasmanian Radio Network","Broadcaster","4559"
"2004 Federal Election","4528","558am 7BU","Tasmanian Radio Network","Broadcaster","2199"
"2004 Federal Election","5260","5CCR FM","Ceduna Community Radio","Broadcaster","0"
"2004 Federal Election","5067","5CN9A","Broken Hill Television Ltd","Broadcaster","2002"
"2004 Federal Election","4842","5DDD","PMBA Inc","Broadcaster","0"
"2004 Federal Election","5047","5DN-1323","Southern State Broadcasters Pty Ltd","Broadcaster","440"
"2004 Federal Election","4313","5EBI-FM","Ethnic Broadcasters Inc","Broadcaster","0"
"2004 Federal Election","4993","5EFM","Radio 5 EFFM the Sound of the Fleurieu","Broadcaster","54"
"2004 Federal Election","5225","5FBI Fresh FM","Fresh Broadcasters Inc","Broadcaster","0"
"2004 Federal Election","5068","5GS42","Spencer Gulf Telecasters Ltd","Broadcaster","15113"
"2004 Federal Election","4263","5MBS","Music Broadcasting Society Of SA Inc","Broadcaster","0"
"2004 Federal Election","4389","5MMM FM","Triple M Adelaide","Broadcaster","59197"
"2004 Federal Election","4256","5PBA-FM","Para Broadcasters Assoc Inc","Broadcaster","66"
"2004 Federal Election","5345","5RCB","Rhema FM Mount Gambier","Broadcaster","0"
"2004 Federal Election","5106","5SE 963 AM","South Eastern Broadcasters Pty Ltd","Broadcaster","1904"
"2004 Federal Election","5305","5SEF","South Eastern Broadcasters","Broadcaster","0"
"2004 Federal Election","4475","5SEF 96.1 Star FM Mount Gambier","South Eastern Broadcasters Pty Ltd","Broadcaster","954"
"2004 Federal Election","4329","5TCB FM","Tatiara Community FM Broadcasters Inc","Broadcaster","292"
"2004 Federal Election","4846","5THE","5THE FM Millicent Community Access Radio Inc","Broadcaster","0"
"2004 Federal Election","4777","5YYY","Whyalla FM Public Broadcasting Assoc Inc","Broadcaster","160"
"2004 Federal Election","5135","6AAY- Hot FM Albany","Belcap Investments Pty Ltd","Broadcaster","0"
"2004 Federal Election","5131","6AM Radio West","Radio 6AM Pty Ltd","Broadcaster","653"
"2004 Federal Election","5128","6BY Radio West","RadioWest Broadcasters","Broadcaster","247"
"2004 Federal Election","4847","6CRA","Albany Community Radio Inc 100.9FM","Broadcaster","0"
"2004 Federal Election","5340","6HCR","Port Headland Indigenous Media Aboriginal Corporation- Mulba","Broadcaster","0"
"2004 Federal Election","5256","6HFM","Heritage Fm Inc","Broadcaster","728"
"2004 Federal Election","5257","6HRV","Harvey Community Radio 96.5 FM","Broadcaster","0"
"2004 Federal Election","5130","6KG Radio West","Regional Broadcasters Australia Pty Ltd","Broadcaster","7938"
"2004 Federal Election","5133","6MD Radio West","Mid-Districts Radio Pty Ltd","Broadcaster","1322"
"2004 Federal Election","4395","6MIX","Mix 94.5- Austereo Pty Ltd","Broadcaster","99412"
"2004 Federal Election","4762","6MKA/MeekaFM","MEEKA FM Community Radio Station Inc","Broadcaster","0"
"2004 Federal Election","5132","6NA Radio West","Radio West","Broadcaster","563"
"2004 Federal Election","4305","6NOW","96FM","Broadcaster","13433"
"2004 Federal Election","4399","6PPM","92.9 Austereo Pty Ltd","Broadcaster","51455"
"2004 Federal Election","5138","6SE Radio West","Esperance Broadcasters","Broadcaster","4484"
"2004 Federal Election","4849","6SON","98.5 Sonshine FM","Broadcaster","0"
"2004 Federal Election","5129","6TZ Radio West","RadioWest Broadcasters Pty Ltd","Broadcaster","2029"
"2004 Federal Election","5134","6VA Radio Wesr","Belcap Investments Pty Ltd","Broadcaster","319"
"2004 Federal Election","5136","6WB Radio West","Radio West Broadcasters Pty Ltd","Broadcaster","839"
"2004 Federal Election","5055","6WR","Waringarri Media Aboriginal Corporation","Broadcaster","988"
"2004 Federal Election","5270","6YMS","Youth Media Society of WA Inc","Broadcaster","0"
"2004 Federal Election","5115","7BOD","BOD FM","Broadcaster","390"
"2004 Federal Election","4888","7DBS","Coastal FM Inc","Broadcaster","85"
"2004 Federal Election","4851","7HFC FM (Known as Ultra 106 Five)","Hope Foundation Communicators Inc","Broadcaster","798"
"2004 Federal Election","5113","7HRT","Northern Midlands Broadcaster","Broadcaster","0"
"2004 Federal Election","5110","7LTN (City Park Radio)","Launceston Community FM Group Inc","Broadcaster","0"
"2004 Federal Election","5197","7RPH","PRPH Print Radio Tasmania","Broadcaster","0"
"2004 Federal Election","4804","7THE","Hobart Fin Inc","Broadcaster","0"
"2004 Federal Election","5273","87.8 CU2 FM","University of Canberra Union","Broadcaster","0"
"2004 Federal Election","4306","882 6PR","6PR","Broadcaster","31004"
"2004 Federal Election","4855","8GGG FM","Rhema FM","Broadcaster","0"
"2004 Federal Election","4534","8HA","Alice Springs Commercial Broadcasters","Broadcaster","2121"
"2004 Federal Election","5326","90.7 SYNFM","Student Youth Network","Broadcaster","0"
"2004 Federal Election","5092","90.9 Sea FM","Sea FM Gold Coast Pty Ltd","Broadcaster","31931"
"2004 Federal Election","4529","900am 7AD","Tasmanian Radio Network","Broadcaster","4669"
"2004 Federal Election","4253","91.1 Sea FM","Radio 3CV Pty Ltd","Broadcaster","1872"
"2004 Federal Election","4533","91.9 SEA FM","Sunshine Coast Broadcasters Pty Ltd","Broadcaster","29070"
"2004 Federal Election","5091","92.5 Gold FM","Gold Coast FM Pty Ltd","Broadcaster","25047"
"2004 Federal Election","5021","92.7 Kix FM","Bundaberg Broadcasters Pty Ltd","Broadcaster","761"
"2004 Federal Election","3959","92.7 MIX FM","Sunshine Coast Broadcasters","Broadcaster","16693"
"2004 Federal Election","4496","93.1 Real FM (2GEE)","Mudgee Broadcasting Company Pty Ltd","Broadcaster","6014"
"2004 Federal Election","4553","93.1 Sea FM (Bundaberg) 4RGB","Maryborough Broadcasting Corporation","Broadcaster","9570"
"2004 Federal Election","5341","93.5 Star FM Dubbo","Dubbo FM Pty Ltd","Broadcaster","1904"
"2004 Federal Election","4102","93.9 Hitz FM","Bundaberg Broadcasters Pty Ltd","Broadcaster","9330"
"2004 Federal Election","4266","93.9 Star FM","93.9 Star FM","Broadcaster","1335"
"2004 Federal Election","5084","94.1FM","Radio Hope Network","Broadcaster","1000"
"2004 Federal Election","5108","94.3 Sea FM","Votraint No 691 Pty Ltd","Broadcaster","13680"
"2004 Federal Election","5306","94.5FM 8KNB","Radio Larrakia","Broadcaster","0"
"2004 Federal Election","4478","95.3 Huon FM Community Radio","Huon FM Community Radio","Broadcaster","0"
"2004 Federal Election","4101","96.5 FM","Family Radio","Broadcaster","0"
"2004 Federal Election","5020","97.1 Kix FM","Bundaberg Broadcasters Pty Ltd","Broadcaster","1391"
"2004 Federal Election","4091","97.3 Coast FM","West Coast Radio Pty Ltd","Broadcaster","8415"
"2004 Federal Election","4406","97.3FM","Brisbane FM Radio Pty Ltd","Broadcaster","93546"
"2004 Federal Election","5308","97.7 FM","Tasman Community Broadcasters Inc","Broadcaster","0"
"2004 Federal Election","5154","979FM","3 RIM Inc","Broadcaster","2259"
"2004 Federal Election","5229","98.1 FM","Ethnic Broadcasting Association of QLD","Broadcaster","0"
"2004 Federal Election","4565","98.1 Power FM (2VLY)","Radio Hunter Valley","Broadcaster","3278"
"2004 Federal Election","5000","99.1 Smart FM","Swan Hill and District Community Radio","Broadcaster","200"
"2004 Federal Election","4487","99.7","Radio 2RG Pty Ltd","Broadcaster","3550"
"2004 Federal Election","5088","99.7 FM","Goolarri Media Enterprises","Broadcaster","1440"
"2004 Federal Election","5215","99.9 & 99.5 3TR FM","Ace Radio Broadcasters","Broadcaster","20662"
"2004 Federal Election","2706","Adelaide Church Guardian","Anglican Church","Publisher","0"
"2004 Federal Election","4303","ADS-10","Network Ten (Adelaide) Pty Ltd","Broadcaster","728223"
"2004 Federal Election","5102","AEB Hot FM","Barrier Reef","Broadcaster","1779"
"2004 Federal Election","5027","AEU Journal","Australian Education Union","Publisher","0"
"2004 Federal Election","3179","AEU News","Australian Educations Union Vic Branch","Publisher","0"
"2004 Federal Election","540","Albany Advertiser","Albany Advertiser Pty Ltd","Publisher","7097"
"2004 Federal Election","5287","Albany and Great Southern Weekender","Albany and Great Southern Weekender","Publisher","481"
"2004 Federal Election","1213","Albert & Logan News","Quest Community Newspapers","Publisher","3238"
"2004 Federal Election","1766","Alice Springs News","Erwin Chlanda Pty Ltd","Publisher","2126"
"2004 Federal Election","398","Allora Advertiser","Allora Advertiser","Publisher","0"
"2004 Federal Election","4080","Alpine Observer","North East Newspapers","Publisher","594"
"2004 Federal Election","5157","Alpine Radio 90.5 FM","Kiewa Valley Community Radio Association Inc","Broadcaster","0"
"2004 Federal Election","4013","AMV","Prime Television (Victoria) Pty Ltd","Broadcaster","378518"
"2004 Federal Election","4771","Anglican Encounter","Anglican Diocese of Newcastle","Publisher","0"
"2004 Federal Election","4386","An-Nahar Newspaper","Australian Lebanese Media","Publisher","9243"
"2004 Federal Election","2710","Annals Australia","Chevalier Press","Publisher","0"
"2004 Federal Election","3977","Arafora Times","Arafora Publishing (NT) P/L","Publisher","0"
"2004 Federal Election","1767","Arafura Times","Arafura Publishing ( NT ) Pty Ltd","Publisher","878"
"2004 Federal Election","284","Ararat Advertiser","Regional Publishers (Western Vic)","Publisher","1713"
"2004 Federal Election","125","Area News","Riverina Media Group (Griffith)_","Publisher","6863"
"2004 Federal Election","5183","Arena","Foxtel","Broadcaster","22215"
"2004 Federal Election","5354","Arena","Telstra Pay TV Pty Ltd","Broadcaster","22215"
"2004 Federal Election","4365","ATN7","Channel 7 Sydney Pty Ltd","Broadcaster","1817477"
"2004 Federal Election","4302","ATV-10","Network Ten (Melbourne) Pty Ltd","Broadcaster","1390743"
"2004 Federal Election","5127","ATW31","Access 31","Broadcaster","1716"
"2004 Federal Election","2297","AUSTAR Entertainment Pty Ltd","United International Holdings Inc","Broadcaster","415980"
"2004 Federal Election","2711","Australasian Catholic Record","Editorial Board A.C. Record","Publisher","0"
"2004 Federal Election","2712","Australian Catholics","Australian Catholics Pty Ltd","Publisher","0"
"2004 Federal Election","4687","Australian Chinese TImes","Chinanet (Australia) Pty Ltd","Publisher","1188"
"2004 Federal Election","4174","Australian Financial Review","John Fairfax Paublications","Publisher","0"
"2004 Federal Election","2444","Australian Geographic","Australian Geographic Pty Ltd","Publisher","9850"
"2004 Federal Election","3185","Australian Journal of Early Childhood","Early Childhood Australia","Publisher","0"
"2004 Federal Election","3439","Australian Journal of Medical Science","Australian Institute of Medical Scientists","Publisher","0"
"2004 Federal Election","3489","Australian Journal of Mining (AJM)","Informa Australia Pty Ltd","Publisher","0"
"2004 Federal Election","5252","Australian Journal of Pharmacy","APPCO Ltd","Publisher","0"
"2004 Federal Election","5309","Australian Macedonian Weekly","Australian Macedonian Weekly","Publisher","2650"
"2004 Federal Election","3490","Australian Mining","Reed Business Information Pty Ltd","Publisher","0"
"2004 Federal Election","2832","Australian Pistol Shooters' Bulletin","Pistol Australia Inc","Publisher","0"
"2004 Federal Election","5284","B News","B News Publishing Pty Ltd","Publisher","5245"
"2004 Federal Election","5277","B105","Austereo","Broadcaster","50992"
"2004 Federal Election","4347","Bairnsdale Advertiser","East Gippsland Newspapers","Publisher","13516"
"2004 Federal Election","290","Ballarat News","Regional Publishers Western Victoria Pty Ltd","Publisher","436"
"2004 Federal Election","450","Balonne Beacon","APN ( SOuth Burnett Times Pty )","Publisher","498"
"2004 Federal Election","1259","Bamdad Weekly","LCJ Publishing","Publisher","0"
"2004 Federal Election","41","Bankstown - Canterbury Torch","Torch Publishing Company Pty Ltd","Publisher","6735"
"2004 Federal Election","5222","Barossa & Light Herald","Barossa News P/L","Publisher","0"
"2004 Federal Election","84","Barraba Gazette","","Publisher","0"
"2004 Federal Election","85","Barrier Daily Truth","Barrier Daily Truth","Publisher","2060"
"2004 Federal Election","5231","Bay & Basin FM 92.7","Bay & Basin Community Resources Inc","Broadcaster","440"
"2004 Federal Election","4952","Bayside and Northern Suburbs Star","Southern Cross Newspapers Pty Ltd","Publisher","36251"
"2004 Federal Election","380","Bayside Bulletin","Queensland Community Newspapers","Publisher","19736"
"2004 Federal Election","4115","Bayside Leader","Leader Community Newspapers","Publisher","4060"
"2004 Federal Election","4469","BCV & GLV","Southern Cross Communications (t/a Ten Victoria)","Broadcaster","202901"
"2004 Federal Election","4051","Beat Magazine","Rob Furst Promotions","Publisher","1660"
"2004 Federal Election","1145","Bega District News","Regional Publishers","Publisher","6310"
"2004 Federal Election","4659","Bellingen Shire Courier Sun","Rural Press Group","Publisher","521"
"2004 Federal Election","294","Benalla Ensign","Benalla Newspapers Pty Ltd","Publisher","1940"
"2004 Federal Election","1185","Berwick Leader","Leader Newspaper Group","Publisher","10210"
"2004 Federal Election","226","Berwick News","South East Newspapers Pty Ltd","Publisher","8385"
"2004 Federal Election","5213","Berwick/Pakenham Journal","Fairfax Community Newspapers","Publisher","205"
"2004 Federal Election","5036","BFM 100.9","Bankstown City Radio","Broadcaster","0"
"2004 Federal Election","3670","Big Rigs","Big Rigs","Publisher","0"
"2004 Federal Election","4162","BKN7","Broken Hill Television Ltd","Broadcaster","3629"
"2004 Federal Election","4793","Blacktown City Sun","Fairfax Community Newspapers","Publisher","12865"
"2004 Federal Election","1149","Blue Mountains Gazette","Mountain Press Pty Ltd","Publisher","19224"
"2004 Federal Election","4661","Blues Country Magazine","","Publisher","0"
"2004 Federal Election","5168","BLV FM 89.1","Blue Mountains Public Broadcasting Society","Broadcaster","0"
"2004 Federal Election","5262","BMA Magazine","Radar Media Pty Ltd","Publisher","0"
"2004 Federal Election","1150","Bombala Times","Rural Press Pty Ltd","Publisher","1537"
"2004 Federal Election","1151","Boorowa News","Boorowa News","Publisher","0"
"2004 Federal Election","489","Border Chronicle","Border Chronicle Pty Ltd","Publisher","0"
"2004 Federal Election","406","Bowen Independent","North Queensland Newspaper Company Ltd","Publisher","5608"
"2004 Federal Election","5322","Bowls NSW","Royal NSW Bowling Association","Publisher","0"
